SSIP, SDFP, SDFB, SFE, RFIP, ENTROPY,CLASS
21,0.146611693012377,17.3010304639382,21,0.984126984126984,1.736085012781,0
21,3.06366682616904,306.498482517838,21,1,1.75857727578937,0
21,0.131475142354604,16.4724464403815,21,1,1.75994672852905,0
1,6.67053923982162,458.235730137884,1,1,0.475457011052047,0
21,4.98774980936852,495.944067201507,21,1,1.76589506644592,0
21,4.63585836514065,462.123714220127,21,0.938461538461538,1.76047603228155,0
21,0.525815098872898,54.8044779688992,21,1,1.74811636666658,0
20,6.58579115494,498.343069481509,20,0.919354838709677,1.64680734897948,0
6,0,15.3796602893979,6,0.263157894736842,1.18837695051131,0
21,5.05094459010738,502.108246742079,21,1,1.76753638943852,0
20,3.88585140464393,386.341189064632,20,0.935483870967742,1.73255744846551,0
21,2.77042509843839,275.510658858755,21,1,1.73483575327229,0
21,4.39723758193947,363.263246584242,21,0.984375,1.63848460132041,0
15,3.00530463608578,199.359943617352,15,0.444444444444444,1.50455097838571,0
191,2.57334974024954,174.50038316883,191,0.081739130434783,0.763095976569939,1
14,1.80874323789203,124.391459582439,14,0.477272727272727,1.47296250269213,0
78,0.942097822967627,72.8505022112919,78,0.042553191489362,0.472950460809559,1
21,2.25624706862744,224.572406746412,21,1,1.74890134621281,0
206,3.12546854513607,215.297401877432,206,0.056542810985461,0.5869772703334,1
16,4.57124959097116,450.393982672854,16,0.354166666666667,1.54183480619887,0
115,4.86446387810016,324.312594692861,115,0.106936416184971,0.585762098557266,1
21,2.44764332891901,243.396806815818,21,1,1.75582581092917,0
36,5.45267937024841,382.614954314131,36,0.036697247706422,0.148731232393482,1
21,0.146024643127785,17.7997153719936,21,1,1.75905587023774,0
21,4.73052529907011,391.336281951502,21,0.825396825396825,1.68596036822676,0
280,2.77526201664354,225.142726702696,280,0.041666666666667,0.640605041431915,1
14,3.73123493741191,364.415839744948,14,0.488372093023256,1.50906344738846,0
190,0.887463199845205,78.9846288226745,190,0.06140350877193,0.759913621000995,1
68,4.69357949355005,321.901154729013,68,0.019417475728155,0.095005533143727,1
29,0,8.29396168920787,29,0.056818181818182,0.199934149445011,1
16,6.5686667909452,495.534975356284,16,0.541666666666667,1.51137461509238,0
171,0,1.12491241430737,171,0.001941747572816,0,1
18,0.147405546238018,16.609673747631,18,0.75,1.68135661143881,0
16,1.86439307509483,159.362337645265,16,0.708333333333333,1.54359163390794,0
41,0.141391902658684,16.629685474589,41,0.178861788617886,0.975723557719303,1
45,2.2935410758621,230.372088031515,45,0.448529411764706,1.609002771244,0
120,2.6646288213047,190.714762363169,120,0.072222222222222,0.563932473453611,1
73,5.07480921735316,343.573204340199,73,0.018181818181818,0.096737389472269,1
21,4.5548533827466,454.280279037552,21,0.96875,1.75330744337469,0
66,6.91007604614704,471.194235829619,66,0.030150753768844,0.275845945138109,1
60,6.35670833950652,431.163693600897,60,0.033149171270718,0.383745186052041,1
1,11.6541867671731,767.321783688684,1,1,0.475586272773343,0
20,2.43761998074836,244.724798742813,20,0.741935483870968,1.74622149946388,0
21,5.86433015602206,485.130374164647,21,1,1.6655636967691,0
16,3.54379062996454,242.07340843475,16,0.416666666666667,1.50249241069898,0
164,0.083043477382649,15.9800063119915,164,0.119433198380567,0.844918482238484,1
15,5.21459549862215,382.682415806947,15,0.478260869565217,1.46503777897157,0
135,1.67087587630419,118.215554585957,135,0.076354679802956,0.545180897318846,1
66,3.89405067329791,266.294978062064,66,0.020100502512563,0.104520575407749,1
1,8.738808958143,587.038677009018,1,1,0.475586272773343,0
21,4.19858208741212,418.9880015621,21,1,1.7566577742643,0
21,2.69285314528401,267.285213410992,21,1,1.74506299849276,0
56,0.062016905035556,16.5868501182595,56,0.289940828402367,1.25397206010779,1
14,4.09460142468139,400.995792956914,14,0.454545454545455,1.51831583691016,0
21,0.183228760919178,18.7190874351432,21,1,1.74526925918821,0
21,0.326939292504094,36.7656654355406,21,1,1.76009909142143,0
6,0,15.3796602893979,6,0.263157894736842,1.18837695051131,0
75,1.0513554618569,77.3998228979962,75,0.04424778761062,0.452554497004027,1
21,3.13130031384231,313.270391428331,21,1,1.76441087255366,0
12,0.121254304546805,17.130206483258,12,0.447368421052632,1.5412910904461,0
21,6.35281911295882,482.4440764252,21,0.904761904761905,1.6508336150077,0
39,4.75267598244219,319.079022320815,39,0.033898305084746,0.151221460539967,1
13,0.124019592706153,18.6794506075527,13,0.487804878048781,1.57561192825646,0
21,1.77048627015228,175.895526123579,21,0.890625,1.75212131492087,0
18,0.119510307988918,16.1291195734504,18,0.892857142857143,1.70562224019668,0
13,0,14.1191322658911,13,0.609756097560976,1.58113769948384,0
20,2.53304347825797,253.919177970812,20,0.836065573770492,1.72965857864083,0
17,0,15.1761070075568,17,0.538461538461538,1.58270116982859,0
15,3.11428463113182,208.567745920166,15,0.644444444444444,1.52867244731794,0
38,4.53597984455688,311.048076582724,38,0.034782608695652,0.153875498323638,1
276,0.996154590457122,81.1386093807782,276,0.040963855421687,0.645664774649494,1
6,0,15.3796602893979,6,0.263157894736842,1.18837695051131,0
21,1.79927733484362,179.590116188156,21,1,1.74478882002751,0
58,5.77818245517459,397.1153836995,58,0.022857142857143,0.114290691444415,1
88,0.804980104774714,60.7252021647382,88,0.037593984962406,0.429402948846657,1
21,0.158628673507046,17.2978130212112,21,0.984375,1.73800079936796,0
76,3.48323220143598,242.378704720296,76,0.017391304347826,0.093602281751931,1
90,0.104822012578407,17.5100268893759,90,0.181481481481482,1.01541562248887,1
38,5.2639092160081,357.575678998079,38,0.034782608695652,0.152979474739408,1
18,0.120811158742964,15.8182579303354,18,0.481481481481482,1.63028481651124,0
30,0,6.80344926264167,30,0.021739130434783,0.195441374190653,1
58,3.82872325646013,258.489927974802,58,0.022857142857143,0.114290691444415,1
21,5.08558824070981,505.521154066667,21,1,1.76205879923433,0
182,2.14841514970874,146.990496234104,182,0.038461538461539,0.419830865837678,1
3,1.48258574339632,101.963965351058,3,1,0.930584158472493,1
21,0.379087299013459,42.7078014726086,21,1,1.76351243427442,0
16,2.49176227868231,230.19560465215,16,0.64,1.53189473514926,0
21,3.46992219969363,346.360726452673,21,1,1.75425045179052,0
21,1.91315273740491,192.490183479414,21,0.904761904761905,1.74910896056876,0
20,6.33975358700451,512.578042262523,20,0.903225806451613,1.6406558577639,0
15,7.7353556403921,557.308674732164,15,0.25531914893617,1.45388153365633,0
21,5.48275712758373,544.482728873961,21,1,1.73514989514261,0
21,0.140301798009838,15.8380860171119,21,1,1.76137253098378,0
23,1.43047589621253,105.454310657322,23,0.142857142857143,0.773206654552743,1
1,7.09285511976665,474.773823618942,1,1,0.469991547036201,0
176,1.63410994347626,110.497901149522,176,0.003787878787879,0.010832068192707,1
60,4.35183880582904,298.456533434874,60,0.032967032967033,0.401474488411674,1
20,3.68096753620779,364.197637264595,20,0.854838709677419,1.70706885693896,0
21,5.40457943163531,536.812018921233,21,0.921875,1.73853760645661,0
40,1.17829054037013,84.8467513258143,40,0.082644628099174,0.61268460987513,1
1,15.6998208588506,1038.01587889769,1,1,0.475457011052047,0
21,0.139804491696699,16.5850731216135,21,1,1.75219790329009,0
16,11.102691118455,751.080224470677,16,0.083333333333333,0.22765249497669,1
1,9.24858541507461,629.015466222735,1,1,0.475586272773343,0
15,4.73376280678119,404.291598857484,15,0.466666666666667,1.47415554633984,0
21,5.01142191755953,499.073482835455,21,1,1.75916917089668,0
21,5.48951627093762,545.378963046186,21,1,1.75949236651366,0
21,6.17196092854543,459.529803340918,21,1,1.6540865940307,0
17,5.24239528587204,370.705351604658,17,0.653846153846154,1.53393758388293,0
66,4.98020288646124,340.399962120243,66,0.02,0.096757197383571,1
21,4.24332867069983,423.428394189673,21,1,1.76158320841523,0
20,4.45634017598077,443.488723193106,20,0.737704918032787,1.70906474991939,0
139,0.081377037438225,11.5508323680617,139,0.05515587529976,0.46175766294652,1
21,4.84012988779263,481.844057245233,21,1,1.74991847763222,0
21,5.84227295724313,444.212124432518,21,0.904761904761905,1.64809406618954,0
45,3.57418225455641,355.682911078881,45,0.470588235294118,1.61036062822211,0
1,15.2285926664967,1049.79076511419,1,1,0.475586272773343,0
15,0.122155420428766,17.6012354520884,15,0.466666666666667,1.57203952464738,0
30,8.63030835035586,625.510910676225,30,0.065934065934066,0.44098338355151,1
30,7.91824977326358,579.356595687978,30,0.065934065934066,0.436144540521079,1
6,0,15.3796602893979,6,0.263157894736842,1.18837695051131,0
3,5.34344995924157,367.661647383191,3,0.9,0.820461935496038,0
30,5.43094334633201,370.514199184769,30,0.043956043956044,0.167607960055889,1
18,0.119510307988918,17.7845471582031,18,0.785714285714286,1.70348949496787,0
122,2.14757987015545,154.714440542263,122,0.065573770491803,0.556434067956858,1
21,4.89746304194669,486.552161339109,21,0.9375,1.76821328144457,0
124,0.934352390853187,95.4555106038853,124,0.094086021505376,0.750913204325561,1
16,5.96967726513075,426.088930292724,16,0.448979591836735,1.46603814072501,0
15,4.83531012449046,332.072242742449,15,0.652173913043478,1.49027602696163,0
20,5.16587728160887,469.077762274694,20,0.85,1.72216749434892,0
90,3.64823735467497,249.210294791722,90,0.081481481481482,0.690173905504508,1
189,1.5691140546299,130.285653977065,189,0.08289241622575,0.771985596951523,1
15,4.93679481304097,344.224953087957,15,0.466666666666667,1.43828150952465,0
21,3.90479980428293,389.997076989931,21,1,1.76365090058686,0
14,3.71151472334077,248.531183893522,14,0.714285714285714,1.59807100304269,0
21,3.57721491114142,357.74846416311,21,0.907692307692308,1.75673702791537,0
16,6.00162395931308,435.764899210181,16,0.6875,1.49196311164808,0
21,5.32443874451581,528.823367772839,21,1,1.76871166375165,0
16,2.84013426000351,194.38739716304,16,0.36734693877551,1.46690499762599,0
74,1.11470941640315,80.85674035858,74,0.044642857142857,0.464798978090959,1
12,0,13.9678932132346,12,0.263157894736842,1.46054432455025,0
21,4.09357586141321,322.176507310418,21,0.875,1.69234064123385,0
1,6.56577299333445,426.506576004404,1,1,0.469991547036201,0
21,3.96727988417757,394.679514505392,21,1,1.75080226365269,0
64,0,13.102968671046,64,0.098958333333333,0.707120805964354,1
85,0.120723111024279,17.6789286652032,85,0.175097276264591,0.995448253268817,1
76,1.00630588635597,74.4810550864524,76,0.043859649122807,0.463585958345791,1
73,5.12611281094506,348.638687518257,73,0.018264840182648,0.097063631406454,1
20,5.24421909522897,456.700964955043,20,0.883333333333333,1.73626529816352,0
204,0.810981809913505,72.7493771327225,204,0.091503267973856,0.747909907853795,1
16,3.95877966217628,381.276222299041,16,0.612244897959184,1.56433400199555,0
21,4.32495614071114,430.266769142767,21,0.90625,1.75880458549449,0
1,6.13360365119886,413.209068602082,1,1,0.475457011052047,0
15,3.16260162530251,212.825951093008,15,0.304347826086957,1.47367189230851,0
20,6.39733393606995,462.617847716551,20,0.854838709677419,1.67312643665067,0
95,0.090532654133085,14.3989949865196,95,0.08421052631579,0.857137290018923,1
89,2.94122315555853,211.027073825521,89,0.022388059701493,0.217272225745577,1
43,0.14,17.564895546389,43,0.206106870229008,0.963074422346793,1
40,1.25983713564636,91.8123205108489,40,0.081967213114754,0.640222801382232,1
13,3.94405318873308,266.416874340447,13,0.365853658536585,1.53578309882988,0
1,11.3292957052268,779.170968352823,1,1,0.475586272773343,0
21,5.15784341594752,512.758599162299,21,1,1.7641834068018,0
66,5.35562638639973,359.656886097121,66,0.02,0.08928687892229,1
32,1.17539281973481,89.4548539306249,32,0.103092783505155,0.689770767549001,1
61,4.16448166443121,286.891442395382,61,0.032786885245902,0.402211993930975,1
89,3.79081435887747,279.66523848758,89,0.022304832713755,0.203104801519968,1
15,2.74873060679401,185.494881939543,15,0.488888888888889,1.53603346908801,0
20,0.098768165791938,16.6451780551038,20,0.935483870967742,1.74501476946198,0
94,0.051708583168863,14.6231572195011,94,0.127208480565371,0.926088808906172,1
21,2.44583382683009,245.39266575756,21,1,1.75697218074277,0
15,6.59609777953297,652.618748121297,15,0.422222222222222,1.50768115221284,0
21,5.286060060808,525.09588280019,21,1,1.76740888165281,0
21,1.77814604018172,178.77671600778,21,1,1.75084876513026,0
21,4.34385170316018,431.857836504711,21,0.904761904761905,1.73752499104631,0
16,1.97277666516908,198.572504354875,16,0.479166666666667,1.62233320005738,0
1,7.8898120984024,523.433467745147,1,1,0.475586272773343,0
21,4.33977260675088,432.905319337688,21,0.969230769230769,1.73765909547682,0
107,0,11.3709109409798,107,0.037151702786378,0.540535547431875,1
16,3.50984447867178,259.087897909137,16,0.708333333333333,1.57780624439928,0
21,3.67732798828455,366.136345699065,21,0.876923076923077,1.74160679066319,0
146,2.60213002981761,197.464394428374,146,0.061363636363636,0.49212308936925,1
21,5.12827965557453,509.80859562708,21,1,1.75918129354249,0
21,0.152258976741462,17.9076379140108,21,1,1.74804391620023,0
66,5.53183245817501,377.834605891311,66,0.020100502512563,0.104136969110354,1
39,7.5890302634224,517.638572728107,39,0.033898305084746,0.150359028100826,1
21,5.2891335144174,525.249695911912,21,1,1.7517533569374,0
131,1.55424390173866,112.661002168484,131,0.012658227848101,0.100418078370305,1
21,5.41853085639674,538.757770706391,21,0.984615384615385,1.7576877289318,0
21,1.02727254849377,103.48109404567,21,1,1.75288209477782,0
30,7.71869362603005,534.547399118882,30,0.043478260869565,0.177020006095142,1
21,6.98508716439215,498.913619061054,21,0.952380952380952,1.66367493871036,0
21,5.5686466291977,552.945210047248,21,1,1.77272803978728,0
143,2.2478392300171,164.18168347814,143,0.048951048951049,0.460830404296273,1
38,5.28877003048669,355.772634625685,38,0.035087719298246,0.154783170794965,1
15,0.117839440356912,15.537988336057,15,0.468085106382979,1.52038356083413,0
74,3.0753082182129,213.334051746544,74,0.018018018018018,0.089161568630373,1
20,2.99897928936647,299.867110819386,20,0.916666666666667,1.75183491164213,0
14,7.61441986353378,579.278036848545,14,0.642857142857143,1.52299015598918,0
21,2.97672956066803,296.036037233828,21,1,1.73631363502017,0
21,7.50443107367006,542.594055325692,21,0.96875,1.64321594979916,0
68,4.89273030776166,317.632579432923,68,0.019512195121951,0.101898608129541,1
21,4.91239065127405,489.203144362558,21,0.907692307692308,1.7473189507701,0
39,6.12698024747712,408.346010235829,39,0.033898305084746,0.150359028100826,1
21,5.71767535282161,498.727022806052,21,0.920634920634921,1.69570663765875,0
115,0.807565540246457,59.8189923025758,115,0.028985507246377,0.344150825772817,1
102,0.094068337079042,13.6071321162937,102,0.068181818181818,0.569835174208261,1
1,7.61474720525902,517.11730641485,1,1,0.469991547036201,0
21,3.36562994714745,336.840845944912,21,0.907692307692308,1.73629157902221,0
21,2.46790484934498,247.19022257906,21,1,1.76667919061801,0
211,2.39728727969133,187.270744168216,211,0.067716535433071,0.674488293052566,1
1,14.6945190084225,979.713255101829,1,1,0.477121254719662,0
21,1.19323341998327,120.464999052151,21,1,1.75578091498248,0
35,1.74849889451443,117.935775347441,35,0.075471698113208,0.669885321123198,1
40,6.1441408180105,421.736095399094,40,0.033333333333333,0.148666250994896,1
19,0.625903272898292,66.3736972351178,19,0.813559322033898,1.69270561571415,0
14,2.92743915393642,274.33989866587,14,0.5,1.53692691242811,0
30,0.092054099267257,16.0748214023619,30,0.304347826086957,1.23614552784489,1
69,1.18844998150453,84.5761669699193,69,0.048076923076923,0.475698708086143,1
94,0.116552042982403,15.1245214086945,94,0.123674911660777,0.887951964063487,1
2,0,12.4080290003477,2,0,0.759089469824548,0
37,5.99330826839401,418.524852805661,37,0.035714285714286,0.155702728397338,1
16,3.39843714080458,218.798977017147,16,0.541666666666667,1.53564998790666,0
58,5.59048793257932,364.946544661227,58,0.022857142857143,0.107147731429472,1
94,0.072834668179988,16.020878821782,94,0.15547703180212,0.945947700509513,1
43,4.05734030668784,269.136645499303,43,0.229007633587786,1.04892793266798,1
119,3.44835695788372,237.736058126997,119,0.070028011204482,0.56047846454479,1
16,2.22745443247454,198.037268481982,16,0.551020408163265,1.49075473248171,0
15,6.80304660872177,491.80306202181,15,0.41304347826087,1.47685776275861,0
68,5.20830653023691,346.441371041551,68,0.019417475728155,0.101535753213468,1
1,6.03908836127558,421.883624223012,1,1,0.475586272773343,0
16,8.11997987640908,581.663678448522,16,0.673469387755102,1.52578804968855,0
79,3.47920500312584,248.379922899082,79,0.02510460251046,0.248369628309082,1
6,0,15.3796602893979,6,0.263157894736842,1.18837695051131,0
94,0.088732856249992,15.9595358054291,94,0.161971830985916,0.963831614144924,1
31,1.28632259532159,93.7256177712998,31,0.10752688172043,0.697034430159808,1
81,0.056613559040704,13.8140122775892,81,0.151639344262295,0.92974090953025,1
21,4.90510616013658,488.194497838311,21,0.9375,1.75923609754034,0
15,0.206812036724642,18.9557292211403,15,0.422222222222222,1.55366875869731,0
20,3.41604685868865,340.934048253022,20,0.903225806451613,1.74826949164779,0
21,4.30025120976996,392.730135774309,21,0.873015873015873,1.68192467118692,0
72,3.52511305837574,238.223791059422,72,0.018433179723502,0.098056997056981,1
21,0.192811789774616,20.2936540013367,21,0.953125,1.75527319200775,0
21,4.34722942285445,433.096846951143,21,1,1.7523559721603,0
21,0.131610584157311,17.5219099327293,21,1,1.75524228001432,0
21,4.57003442891194,455.12270373673,21,0.96875,1.75330652449624,0
45,3.29755303217401,328.573813155515,45,0.463235294117647,1.61085968501007,0
21,5.04113223644232,501.154121387138,21,1,1.76777820021853,0
38,6.63398334275023,445.631369619652,38,0.03448275862069,0.152094870096887,1
69,3.8841806734667,260.154636587581,69,0.019323671497585,0.101175720271332,1
111,0.051987333586046,12.2880906761364,111,0.035820895522388,0.556959965493557,1
77,5.70521833579313,385.371807360054,77,0.017167381974249,0.093300944686908,1
32,0,8.27806232094647,32,0.020833333333333,0.242176197211575,1
16,5.6861520840373,397.544493216384,16,0.52,1.49570479302138,0
38,0.082758620689655,15.2861007176007,38,0.206896551724138,1.06326073733564,1
21,3.28428126996253,328.205406413789,21,1,1.75729526696148,0
93,0.073619924174966,13.8500191100624,93,0.145907473309609,0.919020777282376,1
20,6.61953710499269,510.168885553705,20,0.951612903225806,1.65134085287874,0
68,3.5432765238896,254.47651511524,68,0.029126213592233,0.262191868967536,1
